LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
"e $150,000-350,000",MT CLUB RESERVE LLC,4561 N RESERVE ST,MISSOULA,MT,59808,Limited  Liability Company(LLC),70,04/03/2020,Glacier Bank
"e $150,000-350,000",MTB 1 INC,1515 E Broadway,MISSOULA,MT,59802,Corporation,34,04/11/2020,First Interstate Bank
"e $150,000-350,000","MTB 3, INC.",1515 E Broadway,MISSOULA,MT,59802,Corporation,62,04/11/2020,First Interstate Bank
"e $150,000-350,000","MUGGLI BOS, INC.",72 MUGGLI LN,MILES CITY,MT,59301,Corporation,15,06/29/2020,Stockman Bank of Montana
"e $150,000-350,000","MURPHY LAW FIRM, P.C.",619 2ND AVE S,GREAT FALLS,MT,59405,Subchapter S Corporation,11,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000",NAPS GRILL INC.,200 WEST MAIN ST,HAMILTON,MT,59840,Corporation,42,04/04/2020,Glacier Bank
"e $150,000-350,000",NATIONAL INSTITUTE ON MONEY IN STATE POLITICS,833 N Last Chance Gulch,HELENA,MT,59601,Non-Profit Organization,32,04/15/2020,First Interstate Bank
"e $150,000-350,000",NATIVE AMERICAN DEVELOPMENT CORPORATION,17 N 26th St,BILLINGS,MT,59101,Non-Profit Organization,27,04/11/2020,First Interstate Bank
"e $150,000-350,000","NATURE'S BEST, INC",1175 Clark Fork Drive,MISSOULA,MT,59808,Corporation,33,04/10/2020,First Interstate Bank
"e $150,000-350,000","NEIGHBORHOOD HOUSING SERVICES, INC",509 1ST AVE S,GREAT FALLS,MT,59401,Non-Profit Organization,20,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000","NEIL DRYWALL, INC.",2915 Hannon Rd.,BILLINGS,MT,59101,Corporation,20,04/11/2020,First Interstate Bank
"e $150,000-350,000","NEURALYNX, INC.",105 COMMERCIAL DRIVE,BOZEMAN,MT,59715,Corporation,26,04/14/2020,Rocky Mountain Bank
"e $150,000-350,000",NEWTON LOGGING INC,425 Danielson Rd,KALISPELL,MT,59901,Corporation,12,04/07/2020,Three Rivers Bank of Montana
"e $150,000-350,000",NICKEL CHARLIES INC,1275 US HIGHWAY 2 E,KALISPELL,MT,59901,Corporation,55,04/03/2020,Glacier Bank
"e $150,000-350,000",NIELSEN DENTAL PC,2619 COLONIAL DR,HELENA,MT,59601,Subchapter S Corporation,18,04/04/2020,Glacier Bank
"e $150,000-350,000","NIL, LLC",2875 Highway 93 West,WHITEFISH,MT,59937,Limited  Liability Company(LLC),10,04/05/2020,Glacier Bank
"e $150,000-350,000","NINEPIPES, LLC",69286 Hwy 93,CHARLO,MT,59824,Corporation,23,04/04/2020,Valley Bank of Ronan
"e $150,000-350,000","NISSAN & HYUNDAI OF MISSOULA, LLC",2715 Brooks Street,MISSOULA,MT,59801,Limited  Liability Company(LLC),28,04/08/2020,D. L. Evans Bank
"e $150,000-350,000",NITRO-GREEN INC,1645 A Street,HELENA,MT,59604,Corporation,29,04/15/2020,First Interstate Bank
"e $150,000-350,000","NORBY, INC.",COUNTY ROAD 126,SIDNEY,MT,59270,Corporation,82,04/08/2020,The Union Bank
"e $150,000-350,000","NORDIC BREW WORKS, INC",730 BOARDWALK AVE 1B,BOZEMAN,MT,59718,Corporation,52,04/04/2020,Glacier Bank
"e $150,000-350,000","NORTH ENTRANCE SHOPPING CENTER, INC.",701 Scott St,GARDINER,MT,59030,Corporation,30,04/07/2020,"First Montana Bank, Inc."
"e $150,000-350,000",NORTH OF YOU,2020 Charlotte Street Suite 7,BOZEMAN,MT,59718,Limited  Liability Company(LLC),17,04/14/2020,Valley Bank of Ronan
"e $150,000-350,000","NORTH TOWN, LTD",833 Great Northern Blvd,HELENA,MT,59601,Corporation,65,04/03/2020,Ascent Bank
"e $150,000-350,000","NORTHERN AGRI BRANDS, LLC",701 Dewey Blvd,BUTTE,MT,59701,Limited  Liability Company(LLC),10,04/11/2020,KeyBank National Association
"e $150,000-350,000","NORTHERN BROADCASTING SYSTEM, INC.",600 1st Avenue North,BILLINGS,MT,59101,Subchapter S Corporation,14,04/10/2020,Stockman Bank of Montana
"e $150,000-350,000","NORTHERN DIRECTORY PUBLISHING , INC",25 DIVISION RD,GREAT FALLS,MT,59404,Corporation,13,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000","NORTHERN FORD, CIN",120 WEST MAIN ST,CUT BANK,MT,59427,Corporation,23,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",NORTHERN OILFIELD SERVICES,112 N Main Street,PLENTYWOOD,MT,59254,Corporation,23,04/06/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",NORTHERN PLAINS RESOURCE COUNCIL,220 S 27th Ste A,BILLINGS,MT,59101,Non-Profit Organization,21,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000",NORTHSIDE WELDING AND FABRICATION INC,1243 Stanly Street,HELENA,MT,59601,Subchapter S Corporation,11,04/10/2020,First Interstate Bank
"e $150,000-350,000",NORTHWEST GLASS INC,127 REGAL ST,BILLINGS,MT,59101,Corporation,40,04/04/2020,Glacier Bank
"e $150,000-350,000","NORTHWEST HARDWARE, LLC",906 Broadwater Avenue,BILLINGS,MT,59101,Limited  Liability Company(LLC),71,04/07/2020,First Interstate Bank
"e $150,000-350,000",NORTHWEST IMAGING P.C.,320 SUNNYVIEW LN,KALISPELL,MT,59901,Subchapter S Corporation,18,04/04/2020,Glacier Bank
"e $150,000-350,000",NORTHWEST INDUSTRIES OF MT INC,207 Reynolds Street,BILLINGS,MT,59101,Corporation,24,04/11/2020,First Interstate Bank
"e $150,000-350,000",NORTHWEST PHYSICIANS PLLC,401 15TH AVE SO,GREAT FALLS,MT,59405,Partnership,23,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000","NORTHWEST PLASTIC SURGERY ASSOCIATES, PLLC",2802 GREAT NORTHERN LOOP,MISSOULA,MT,59808,Corporation,8,04/03/2020,Glacier Bank
"e $150,000-350,000","NORTHWEST PLUMBING, INC.",P.O. Box 7663,KALISPELL,MT,59904,Subchapter S Corporation,16,04/09/2020,Three Rivers Bank of Montana
"e $150,000-350,000","NORTHWEST SCIENTIFIC, INC.",725 LOHWEST LN,BILLINGS,MT,59106,Corporation,18,04/13/2020,The Yellowstone Bank
"e $150,000-350,000","NOW IT MATTERS, LLC",323 Lindley Place,BOZEMAN,MT,59715,Limited  Liability Company(LLC),9,04/13/2020,Montana Community Development Corp.
"e $150,000-350,000",NUNO'S CORPORATION,1223 GRAND AVE,BILLINGS,MT,59102,Corporation,45,04/07/2020,Glacier Bank
"e $150,000-350,000",NW SCHWARTZ ASSOCIATES INC,12615 GOOCH HILL RD,GALLATIN GATEWAY,MT,59730,Subchapter S Corporation,15,04/05/2020,Glacier Bank
"e $150,000-350,000",O'KEEFE DRILING,2000 Four Mile Road,BUTTE,MT,59701,Corporation,25,04/06/2020,First Citizens Bank of Butte
"e $150,000-350,000","OAK CREEK HOTELS, LLC",1735 South 19TH AVE Suite B,BOZEMAN,MT,59718,Limited  Liability Company(LLC),27,04/04/2020,Glacier Bank
"e $150,000-350,000",OAKS DISPOSAL TRUCKING LLC,48 Road 564,GLENDIVE,MT,59330,Limited  Liability Company(LLC),18,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",OAKSTREET PARTNERSHIP,1370 N 7TH AVE,BOZEMAN,MT,59715,Limited Liability Partnership,25,04/05/2020,Glacier Bank
"e $150,000-350,000",ODEGAARD MILLER LAW PLLC,1601 LEWIS AVE STE 101,BILLINGS,MT,59102,Limited  Liability Company(LLC),13,04/07/2020,Rocky Mountain Bank
"e $150,000-350,000",OFF THE BEATEN PATH LLC,7 E BEALL ST,BOZEMAN,MT,59715,Limited  Liability Company(LLC),16,04/09/2020,First Interstate Bank
"e $150,000-350,000",OLSON ROUSTABOUT INC,12250 WESTERN ST,SIDNEY,MT,59270,Subchapter S Corporation,11,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",OMAC INC.,3621 BROOKS ST,MISSOULA,MT,59801,Corporation,58,04/04/2020,Glacier Bank
"e $150,000-350,000","OP/TECH USA, INC",304 ANDREA DR,BELGRADE,MT,59714,Subchapter S Corporation,34,04/07/2020,Glacier Bank
"e $150,000-350,000",OPEN RANGE FOODS INC,44 STAFFORD AVE,BOZEMAN,MT,59718,Subchapter S Corporation,50,04/03/2020,Glacier Bank
"e $150,000-350,000",ORANGE STREET FOOD FARM INC,701 S Orange Street,MISSOULA,MT,59801,Corporation,72,04/14/2020,First Interstate Bank
"e $150,000-350,000","ORIGEN, INC",10 W Arrow Creek RD,HUNTLEY,MT,59037,Corporation,19,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000","OSD DEVELOPMENT, LLC",945 WYOMING ST STE 120,MISSOULA,MT,59801,Partnership,20,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000","OSTEO1, INC.",735 GRAND AVE,BILLINGS,MT,59101,Subchapter S Corporation,18,04/14/2020,"U.S. Bank, National Association"
"e $150,000-350,000",OSWOOD CONSTRUCTION COMPANY,5000 49th Street South West,GREAT FALLS,MT,59404,Subchapter S Corporation,28,04/14/2020,First Interstate Bank
"e $150,000-350,000",OUR LADY OF LOURDES CHURCH AND SCHOOL,409 13TH ST S,GREAT FALLS,MT,59405,Non-Profit Organization,32,04/30/2020,"U.S. Bank, National Association"
"e $150,000-350,000","OUTLAW PARTNERS, LLC",11 Lone Peak Dr. #104,BIG SKY,MT,59716,Limited  Liability Company(LLC),14,04/04/2020,Glacier Bank
"e $150,000-350,000",PACK MULE TRANSPORT IN,1175 RED RIVER DR,SIDNEY,MT,59270,Corporation,17,04/06/2020,"First Montana Bank, Inc."
"e $150,000-350,000","PARKE LOGGING, INC.",151 E MULLAN TRAIL,DRUMMOND,MT,59832,Corporation,30,04/27/2020,Glacier Bank
"e $150,000-350,000","PARKER, HEITZ & COSGROVE, PLLC",401 N 31st Street #805 PO Box 7212,BILLINGS,MT,59103,Limited  Liability Company(LLC),6,04/28/2020,"U.S. Bank, National Association"
"e $150,000-350,000",PARSONS TRACTOR & IMPLEMENT CO.,2765 HWY 2 WEST,KALISPELL,MT,59901,Subchapter S Corporation,14,04/04/2020,Glacier Bank
"e $150,000-350,000","PARTNERS IN PEDIATRICS, PC",2525 BROADWAY STE 201,HELENA,MT,59601,Corporation,34,04/07/2020,First Interstate Bank
"e $150,000-350,000",PARTNERSHIP FOR CHILDREN,550 North California Street,MISSOULA,MT,59802,Non-Profit Organization,28,04/14/2020,First Interstate Bank
"e $150,000-350,000","PASEO INVESTMENTS D, LLC",4559 RESERVE ST,MISSOULA,MT,59808,Limited  Liability Company(LLC),25,04/05/2020,Cache Valley Bank
"e $150,000-350,000",PATHOLOGY CONSULTANTS OF WESTERN MT PC,500 W BROADWAY ST,MISSOULA,MT,59802,Corporation,9,04/08/2020,First Interstate Bank
"e $150,000-350,000",PAVLIK ELECTRONIC CO INC,2600 Industry St,MISSOULA,MT,59808,Subchapter S Corporation,17,04/28/2020,First Interstate Bank
"e $150,000-350,000",PAYOUTS NETWORK INC.,"5 West Mendenhall, Suite 202,",BOZEMAN,MT,59715,Corporation,0,04/27/2020,Silicon Valley Bank
"e $150,000-350,000",PBG&P BUILDING PARTNERSHIP LLP,"2817 2nd Avenue North, Suite 300",BILLINGS,MT,59101,Sole Proprietorship,18,04/07/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",PCC INC.,1425 Broadwater Avenue,BILLINGS,MT,59102,Subchapter S Corporation,53,04/28/2020,Opportunity Bank of Montana
"e $150,000-350,000","PEAK PAINTING, LLC",8360 Calico Drive,BOZEMAN,MT,59718,Limited  Liability Company(LLC),18,04/06/2020,Bank of the Rockies
"e $150,000-350,000",PEDIATRIC DENTAL SPECIALISTS,2700 Grand Ave  Suite B,BILLINGS,MT,59102,Corporation,20,04/12/2020,First Interstate Bank
"e $150,000-350,000",PEDIATRIC DENTISTRY PC,3116 Saddle Dr,HELENA,MT,59601,Corporation,36,04/06/2020,Ascent Bank
"e $150,000-350,000",PENCO ADVENTURES INC,2310 US Highway 93 S,KALISPELL,MT,59901,Subchapter S Corporation,25,04/11/2020,First Interstate Bank
"e $150,000-350,000","PERFORMANCE ENGINEERING, LLC",608 North 29th Street,BILLINGS,MT,59101,Limited  Liability Company(LLC),10,04/03/2020,The Yellowstone Bank
"e $150,000-350,000","PERMANENT EXTERIORS, INC.",3236 Castle Pines drive,BILLINGS,MT,59101,Corporation,16,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000",PETE CLAUSEN AND SONS INC,2480 2ND ST W,HAVRE,MT,59501,Corporation,22,04/06/2020,Independence Bank
"e $150,000-350,000",PETELIND INC,745 CASTLE BUTTE RD,LEWISTOWN,MT,59457,Subchapter S Corporation,48,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000","PETERSON QUALITY OFFICE, INC",2121 1st Ave South,BILLINGS,MT,59101,Corporation,11,04/07/2020,First Interstate Bank
"e $150,000-350,000",PETRA ACADEMY  INC,4720 Classical Way,BOZEMAN,MT,59718,Non-Profit Organization,56,04/16/2020,First Interstate Bank
"e $150,000-350,000",PHILIP TALLMAN MD PC,2294 GRANT RD,BILLINGS,MT,59102,Subchapter S Corporation,14,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000","PHILLIPS ENVIRONMENTAL PRODUCTS, INC",1700 AMSTERDAM RD,BELGRADE,MT,59714,Corporation,35,04/14/2020,Glacier Bank
"e $150,000-350,000","PIN N CUE, INC",6570 Highway 93 South,WHITEFISH,MT,59937,Corporation,15,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",PINE BUTTE CORPORATION,295 Road 403 N,HAVRE,MT,59501,Corporation,2,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","PIONEER CONCRETE & FUEL, INC.",825 MARYLAND AVE,BUTTE,MT,59701,Corporation,15,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000",PIONEER LOG COMPANY,1344 US HIGHWAY 93,VICTOR,MT,59875,Corporation,23,04/04/2020,Glacier Bank
"e $150,000-350,000","PIONEER MEATS, INC.",31 Pioneer Trail PO Box 100,BIG TIMBER,MT,59011,Corporation,25,04/09/2020,Bank of the Rockies
"e $150,000-350,000",PIONEER OIL LLC,1728 LAMPMAN DR ste a,BILLINGS,MT,59102,Limited  Liability Company(LLC),12,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",PJE INC.,22550 WALLACE CREEK RD,CLINTON,MT,59825,Corporation,18,04/09/2020,Clearwater FCU
"e $150,000-350,000",PJJ INC.,2222 BROADWATER AVE SUITE 100,BILLINGS,MT,59102,Limited  Liability Company(LLC),15,04/03/2020,Glacier Bank
"e $150,000-350,000",PJSG INC,401 S Main St,SHERIDAN,MT,59749,Corporation,16,04/07/2020,Gulf Coast Bank and Trust Company
"e $150,000-350,000",PLUMB MT. INC.,945 Dunham Avenue,BILLINGS,MT,59102,Subchapter S Corporation,13,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",POCKET NC COMPANY,119A Gold Miner Lane,BELGRADE,MT,59714,Subchapter S Corporation,11,04/09/2020,Stockman Bank of Montana
"e $150,000-350,000","POISON CREEK, INC.",2616 W MAIN ST ste E,BOZEMAN,MT,59718,Subchapter S Corporation,38,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000",POLAR BEARS INTERNATIONAL,810 N Wallace Ste E,BOZEMAN,MT,59715,Non-Profit Organization,12,04/13/2020,First Interstate Bank
"e $150,000-350,000",POLSON AMBULANCE INC,904 2nd Street East,POLSON,MT,59860,Subchapter S Corporation,45,04/04/2020,Glacier Bank
"e $150,000-350,000","POLSON THEATRES, INC.",416 MAIN ST,POLSON,MT,59860,Subchapter S Corporation,122,04/07/2020,Glacier Bank
"e $150,000-350,000",POVERELLO CENTER INC,1110 W Broadway,MISSOULA,MT,59802,Non-Profit Organization,41,04/13/2020,First Interstate Bank
"e $150,000-350,000","PRAHA, INC",PO BOX 8264,MISSOULA,MT,59807,Corporation,8,04/03/2020,Farmers State Bank
"e $150,000-350,000",PRAIRIE COUNTY,312 Adams Ave,TERRY,MT,59349,Non-Profit Organization,44,04/29/2020,Stockman Bank of Montana
"e $150,000-350,000",PRAIRIE ELECTRIC INC.,143 3rd Ave,SAVAGE,MT,59262,Corporation,13,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","PRAIRIE RIDGE VILLAGE, LLP",521 4TH AVE S,GLASGOW,MT,59230,Limited Liability Partnership,42,04/27/2020,First Community Bank
"e $150,000-350,000","PRECISION HIGHWAY CONTRACTORS, INC",7788 US MT HIGHWAY 3,ACTON,MT,59002,Subchapter S Corporation,16,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",PREMIER AIR LLC,318 Pronghorn Trail,BELGRADE,MT,59714,Subchapter S Corporation,23,04/14/2020,First Interstate Bank
"e $150,000-350,000",PREMIER FOOD SERVICE - BMT INC,2505 King Ave W,BILLINGS,MT,59102,Subchapter S Corporation,36,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",PREWITT & COMPANY LLC,756 10th Ave SE,SIDNEY,MT,59270,Limited  Liability Company(LLC),16,04/03/2020,The Yellowstone Bank
"e $150,000-350,000","PRG COMMERCIAL, LLC",36 CENTER LN,BIG SKY,MT,59716,Limited  Liability Company(LLC),9,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",PRICE RITE DRUG  LLC,910 N. 7th Avenue,BOZEMAN,MT,59715,Limited  Liability Company(LLC),29,04/15/2020,First Interstate Bank
"e $150,000-350,000","PRIDE INDUSTRIES, INC",6956 Commercial Ave,BILLINGS,MT,59101,Corporation,19,04/08/2020,Beartooth Bank
"e $150,000-350,000","PRO CHIROPRACTIC, PC",8757 JACKRABBIT LN Suit A,BELGRADE,MT,59714,Corporation,14,04/13/2020,Opportunity Bank of Montana
"e $150,000-350,000",PRO-TECH STEEL LLC,2712 Dakota Lane,GREAT FALLS,MT,59404,Limited  Liability Company(LLC),32,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000","PROCRAFT BODY & PAINT, INC.",917 Central Avenue,GREAT FALLS,MT,59401,Corporation,19,04/28/2020,First Interstate Bank
"e $150,000-350,000","PROFESSIONAL CONSULTANTS, INC.",3115 S Russell,MISSOULA,MT,59801,Corporation,10,04/03/2020,Glacier Bank
"e $150,000-350,000",PROFILES INTERNATIONAL INC,2409 DEARBORN AVE,MISSOULA,MT,59801,Corporation,29,04/07/2020,Glacier Bank
"e $150,000-350,000",PROJECT MEATS LLC,6608 hwy 312,BILLINGS,MT,59105,Limited  Liability Company(LLC),20,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000",PROJECT WET FOUNDATION,301 N Wilson Ave,BOZEMAN,MT,59715,Corporation,10,04/10/2020,First Interstate Bank
"e $150,000-350,000",PROTECH MECHANICAL INC.,1110 CENTRAL AVE,BILLINGS,MT,59102,Corporation,22,04/07/2020,Glacier Bank
"e $150,000-350,000","PROVIDENCE MENTAL HEALTH, PLLC",2246 BOOT HILL CT,BOZEMAN,MT,59715,Limited  Liability Company(LLC),38,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000",PRYOR CREEK LAND & DEVELOPMENT,1292 PRYOR CREEK ROAD,HUNTLEY,MT,59037,Corporation,54,04/06/2020,Glacier Bank
"e $150,000-350,000",QUALITY SENIOR CARE LLC,9 Bumble Bee Court,HELENA,MT,59601,Limited  Liability Company(LLC),54,04/14/2020,First Interstate Bank
"e $150,000-350,000",QUALITY TRANSPORTATION INC,511 W Montana Ave,BAKER,MT,59313,Corporation,10,04/27/2020,The Bank of Baker
"e $150,000-350,000","QUALITY WATER WORKS, INC.",2243 US HIGHWAY 93,KALISPELL,MT,59901,Corporation,28,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000","QUANTUM COMPOSERS, INC",212 DISCOVERY DR STE A,BOZEMAN,MT,59718,Corporation,15,04/04/2020,Glacier Bank
"e $150,000-350,000","QUEST 5, INC.",2702   4TH AVE N,BILLINGS,MT,59101,Corporation,20,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","R & R DIESEL REPAIR, INC.",1060 BLAINE ST,HELENA,MT,59601,Corporation,25,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000","R & R TAYLOR CONSTRUCTION, INC.",1775 LOVE LN,BOZEMAN,MT,59718,Subchapter S Corporation,17,04/27/2020,Sky FCU
"e $150,000-350,000","R & S SUPPLY, INC.   MONTANA",1345 MONAD RD,BILLINGS,MT,59101,Corporation,25,04/09/2020,Golden Valley Bank
"e $150,000-350,000","R & T PC, INC.",80 25th St W,BILLINGS,MT,59102,Subchapter S Corporation,18,04/10/2020,Stockman Bank of Montana
"e $150,000-350,000",R A L CO.,489 Wildhorse Trail,BELGRADE,MT,59714,Subchapter S Corporation,8,04/05/2020,Glacier Bank
"e $150,000-350,000",R. L. DUNKER & SONS INC,705 Johnson Ln,BILLINGS,MT,59101,Subchapter S Corporation,34,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","RAINBOW PROPERTY MANAGEMENT, INC.",1417 13th Street West,BILLINGS,MT,59102,Corporation,25,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000","RAMEY ENTERPRISES, INC.",1034 West Center Street,KALISPELL,MT,59901,Subchapter S Corporation,40,04/14/2020,First Interstate Bank
"e $150,000-350,000","RANCH CLUB GOLF, LLC",8501 RANCH CLUB RD,MISSOULA,MT,59808,Limited  Liability Company(LLC),32,04/04/2020,Glacier Bank
"e $150,000-350,000","RANDASH AUTO CENTER, INC.",418 Laura Loise Lane,BOZEMAN,MT,59718,Corporation,17,04/06/2020,First Interstate Bank
"e $150,000-350,000","RANDASH AUTO, INC",5124 Laurel Rd.,BILLINGS,MT,59101,Subchapter S Corporation,15,04/14/2020,First Interstate Bank
"e $150,000-350,000",RCH INC.,1991 US Hwy 2,HAVRE,MT,59501,Subchapter S Corporation,27,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",REAL FOOD STORE INC,1096 HELENA AVE,HELENA,MT,59601,Subchapter S Corporation,55,04/14/2020,Stockman Bank of Montana
"e $150,000-350,000",RECIPROCITY INDUSTRIES LLC,2718 MONTANA AVE,BILLINGS,MT,59101,Limited  Liability Company(LLC),30,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",RED LODGE ALES BREWING COMPANY,1445 North Broadway,RED LODGE,MT,59068,Corporation,20,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",RED LODGE PIZZA CO,115 Broadway Ave S,RED LODGE,MT,59068,Corporation,33,04/04/2020,"Bank of Bridger, National Association"
"e $150,000-350,000","RED OXX MANUFACTURING, INC.",310 n 13TH sTREET,BILLINGS,MT,59101,Subchapter S Corporation,21,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","RED ROCK POWER, INC.",48 2nd Ave Suite,HAVRE,MT,59501,Corporation,20,04/04/2020,Glacier Bank
"e $150,000-350,000","REEP, BELL & JASPER, PC",2955 STOCKYARD RD,MISSOULA,MT,59808,Subchapter S Corporation,15,04/03/2020,Glacier Bank
"e $150,000-350,000",REESE & RAY'S IGA,203 2ND ST NW,SIDNEY,MT,59270,Subchapter S Corporation,49,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",REHBEIN ENTERPRISES INC.,41448 Ranch Rd,POLSON,MT,59860,Corporation,20,04/15/2020,First Interstate Bank
"e $150,000-350,000","RENFROW ARCHITECTURAL WOODWORK, INC",106 US Hwy 2 East,COLUMBIA FALLS,MT,59912,Corporation,17,04/09/2020,First Interstate Bank
"e $150,000-350,000",RENOVATED MONTANA PROPERTIES LLP,2931 MELROSE,HELENA,MT,59602,Partnership,25,05/22/2020,Glacier Bank
"e $150,000-350,000",REPRO GRAPHICS INC,2595 Enterprise Ave,BILLINGS,MT,59102,Corporation,24,04/05/2020,Beartooth Bank
"e $150,000-350,000","RESONON, INC",123 Commercial Drive,BOZEMAN,MT,59715,Subchapter S Corporation,16,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",REST & RELAX LOUNGE,3801 10th Ave South,GREAT FALLS,MT,59405,Sole Proprietorship,26,06/30/2020,Benworth Capital
"e $150,000-350,000",RHITHRON ASSOCIATES INC,33 FORT MISSOULA RD,MISSOULA,MT,59804,Corporation,23,04/04/2020,TrailWest Bank
"e $150,000-350,000",RIBS LLC,2455 Central Ave,BILLINGS,MT,59102,Limited  Liability Company(LLC),51,04/09/2020,Beartooth Bank
"e $150,000-350,000",RICHLAND AVIATION INC,544 AIRPORT RD,SIDNEY,MT,59270,Subchapter S Corporation,15,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000","RICK'S AUTO BODY, INC",2008 BROADWAY ST W,MISSOULA,MT,59808,Corporation,33,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000",RIDGELINE MECHANICAL SALES,8144 Fowler Ln.,BOZEMAN,MT,59718,Limited  Liability Company(LLC),11,04/15/2020,First Interstate Bank
"e $150,000-350,000","RIDGEWAY PHARMACY, LTD",2824 US HIGHWAY 93,VICTOR,MT,59875,Subchapter S Corporation,24,04/06/2020,TrailWest Bank
"e $150,000-350,000","RIMROCK CAKES, INC",825 N 27TH ST,BILLINGS,MT,59101,Subchapter S Corporation,50,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000",RIVER CITY CORP.,4951 North Reserve St,MISSOULA,MT,59808,Corporation,42,04/04/2020,TrailWest Bank
"e $150,000-350,000",RIVERS AND VALLEYS MARKETS INC,205 1ST AVE S,LAUREL,MT,59044,Corporation,47,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","RIVERSIDE MARINE & CYCLE, LLC",2323 S Haynes Ave,MILES CITY,MT,59301,Limited  Liability Company(LLC),27,04/06/2020,First Interstate Bank
"e $150,000-350,000",RJ CONTRACTORS LLC,604 34th Ave NW,SIDNEY,MT,59270,Limited  Liability Company(LLC),18,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",RMTC LLC,920 4th Avenue North,GREAT FALLS,MT,59401,Limited  Liability Company(LLC),50,04/06/2020,The National Bank of Coxsackie
"e $150,000-350,000",ROB GILES ELECTRIC INC,2526 US HIGHWAY 2 W Unit C,KALISPELL,MT,59901,Corporation,10,04/04/2020,TrailWest Bank
"e $150,000-350,000","ROBERT A. LARSON, D.D.S., P.C.",3000 HOSPITAL WAY,WHITEFISH,MT,59937,Corporation,30,04/11/2020,Glacier Bank
"e $150,000-350,000",ROBYN L ERLENBUSH REAL ESTATE PC,1805 W DICKERSON ST STE 1,BOZEMAN,MT,59715,Corporation,18,04/04/2020,Glacier Bank
"e $150,000-350,000",ROCKHEAD CONSULTING LLC,125 MAIN ST,MARYSVILLE,MT,59640,Limited  Liability Company(LLC),18,04/29/2020,First Interstate Bank
"e $150,000-350,000",ROCKIN' RUDY'S,237 Blaine St.,MISSOULA,MT,59801,Corporation,31,04/08/2020,First Interstate Bank
"e $150,000-350,000","ROCKY MOUNTAIN CONCRETE, INC.",6674 Maltese Lane,BOZEMAN,MT,59718,Subchapter S Corporation,34,04/09/2020,First Interstate Bank
"e $150,000-350,000",ROCKY MOUNTAIN EYE SURGERY CENTER PC,700 West Kent,MISSOULA,MT,59801,Subchapter S Corporation,22,04/06/2020,First Interstate Bank
"e $150,000-350,000",ROCKY MOUNTAIN HEALTH & REHAB LLC,690 N MERIDIAN STE 201,KALISPELL,MT,59901,Limited  Liability Company(LLC),10,04/14/2020,First Interstate Bank
"e $150,000-350,000",ROCKY MOUNTAIN OPTICAL & CONTACT LENS CENTER INC,700 W Kent Ave,MISSOULA,MT,59801,Corporation,16,04/10/2020,First Interstate Bank
"e $150,000-350,000",ROCKY MOUNTAIN SLEEP DISORDERS,1917 4TH ST S.,GREAT FALLS,MT,59405,Corporation,20,04/14/2020,First Interstate Bank
